exp	azimuth	deepcrispr	deephf
0.279996957	0.6018228100	0.2831803262	0.68833953
0.218523602	0.5863658173	0.2198828012	0.6674483
0.270038754	0.5776945635	0.2728635371	0.5395561
0.290213349	0.4867351510	0.4791553617	0.60825425
0.157747973	0.5187981038	0.4074193835	0.5914443
0.065853801	0.5373458908	0.0676957816	0.56260294
0.311454637	0.4101085060	0.3181580007	0.5837423
0.185524647	0.6581049785	0.1826253384	0.71511173
0.168854937	0.4383151779	0.1708485484	0.4184091
0.324333425	0.6245046162	0.3220990300	0.48743182
0.337133843	0.6104015113	0.3382981718	0.62925905
0.048743038	0.5670330670	0.0474965125	0.62925905
0.504401345	0.6299448166	0.5171837807	0.61767095
0.201976445	0.5935208581	0.1973218322	0.629525
0.493816183	0.6362019696	0.4954281151	0.51302975
0.14556122	0.3927915985	0.1460068524	0.5060511
0.147298244	0.3457475540	0.1461497396	0.5428096
0.423442189	0.6308935134	0.3619753122	0.6857938
0.164998322	0.5154749090	0.0878363401	0.5708882
0.120910864	0.4825322258	0.1211334467	0.31527582
0.415388806	0.7262013840	0.4259703159	0.6924192
0.290714916	0.5962068458	0.2021737993	0.59461695
0.162719005	0.5174800218	0.1541253626	0.57321346
0.44732193	0.6775020315	0.4495526850	0.7067848
0.069913362	0.5609300068	0.0818464309	0.56491
0.258948981	0.6087788218	0.1742932498	0.6285166
0.297235292	0.6070526376	0.2235992253	0.4652466
0.246496434	0.4604537049	0.2443310171	0.6744925
0.065488075	0.4945780326	0.0654415935	0.57121545
0.340754532	0.5818150705	0.3454467654	0.60013324
0.198014023	0.5735225583	0.1910471320	0.58510107
0.020317842	0.4465688709	0.0602232069	0.49060905
0.13179038	0.4405200470	0.1163343191	0.51072323
0.032480851	0.5228115290	0.0108789802	0.6722244
0.023933307	0.5959255507	0.1875946522	0.6612128
0.09263541	0.5873363774	0.0992336720	0.6066389
0.489453592	0.5335143415	0.4891706109	0.57136244
0.353492254	0.5375507475	0.3478836119	0.6290655
0.373596748	0.5628286152	0.3728516400	0.64989865
0.175500705	0.6896477766	0.1668522954	0.65419173
0.30116728	0.6613865268	0.2990350723	0.6105463
0.284714825	0.4535141326	0.2885112166	0.67758477
0.085417111	0.6123880375	0.1737464368	0.6069164
0.485072283	0.7088444764	0.3837005496	0.7116208
0.090098406	0.4747373728	0.0654873252	0.4886593
0.119432285	0.6768953225	0.1228515208	0.57743865
0.209443143	0.5484046290	0.2125647664	0.6407446
0.114526737	0.5444884763	0.1141169518	0.6369417
0.322201763	0.5861381240	0.3315060139	0.61530167
0.172883406	0.3676180592	0.1734903157	0.43697214
0.068340739	0.5599799411	0.0676157475	0.47622144
0.255017855	0.6628604743	0.2633949816	0.5970681
0.094019945	0.4506582859	0.0882221162	0.5360781
0.159432285	0.4539370191	0.1585966647	0.45356184
0.148152651	0.5110792374	0.1467504203	0.6588698
0.304487121	0.5966373016	0.3962145150	0.61452526
0.263053383	0.4864232830	0.2674483061	0.59823865
0.2285654	0.6081288055	0.2334989905	0.6708113
0.124291219	0.6935495492	0.1231774539	0.63030076
0.137687657	0.6133781991	0.1331753731	0.6411753
0.059534143	0.6592138159	0.0668912679	0.67261547
0.112992052	0.7622184776	0.1231715977	0.67705995
0.143889329	0.5583696034	0.1385293007	0.5614813
0.316344919	0.5239067471	0.3144893646	0.65323687
0.569260279	0.6065039407	0.5675624013	0.6315062
0.509354323	0.5587410366	0.5121806264	0.6546432
0.157089258	0.5902228487	0.1450493336	0.61724246
0.187203944	0.5304419872	0.1391443908	0.5865745
0.315049203	0.6297961065	0.3166247010	0.6200567
0.274840217	0.5280960013	0.2780281007	0.5393861
0.158758712	0.6019707517	0.1509361863	0.6241286
0.037287539	0.5517417271	0.0336125195	0.45979404
0.118030105	0.5383034707	0.1130195707	0.5386647
0.33410354	0.7627762177	0.3380123973	0.59101355
0.486371042	0.7138015441	0.4961020648	0.6293353
0.13126417	0.4597319300	0.1221528053	0.46217114
0.127424044	0.4756855748	0.1214585155	0.52693546
0.364424425	0.6626958313	0.3655346334	0.70932037
0.45464168	0.7257609291	0.4517305493	0.7252916
0.032128618	0.4041270531	0.0085068345	0.57958
0.091028396	0.4982288375	0.0890170485	0.65450597
0.103933307	0.4435862068	0.1584726870	0.5931726
0.143660809	0.3796874188	0.1331560910	0.62714404
0.030850757	0.5050514806	0.0209518522	0.58992535
0.312516152	0.5781126162	0.3156670928	0.6441844
0.42779215	0.6585517345	0.3042604029	0.6349906
0.375947845	0.5718436483	0.3817303181	0.6708794
0.21233238	0.6007245429	0.2097427398	0.5342531
0.35010145	0.6542402003	0.3517200053	0.6988167
0.11164409	0.4790832785	0.0775166452	0.5081951
0.192846578	0.5401605851	0.1893127710	0.5706184
0.120996232	0.5691219618	0.0060741305	0.5435297
0.16229302	0.5083879125	0.1237006783	0.53788924
0.188643769	0.6763901584	0.1905169934	0.6969593
0.61666058	0.6903998029	0.4106901884	0.6761985
0.244338649	0.6148106482	0.2457667887	0.66621584
0.169390896	0.7025223935	0.1658379734	0.7378568
0.120545546	0.5509314741	0.1116696149	0.6575037
0.17763541	0.5731581345	0.1680413932	0.5773209
0.359730499	0.6859289371	0.3577125371	0.62969375
0.112551815	0.5882850304	0.1089896262	0.49231428
0.180735815	0.8027528836	0.1638937145	0.72499233
0.110268639	0.4374382929	0.1205546856	0.48056304
0.28986634	0.6484233857	0.2908260822	0.7251789
0.042648041	0.4987779555	0.0332489610	0.52962387
0.505333516	0.5908164158	0.5126069784	0.7437344
0.341968835	0.6028068165	0.0844870657	0.6869647
0.324573759	0.7600505347	0.3235143721	0.7146712
0.307358503	0.6086116915	0.3043108881	0.56120074
0.114811714	0.5091782996	0.1206213683	0.43727642
0.219322975	0.5407344026	0.2160869688	0.5106423
0.528549726	0.5833168698	0.5218957663	0.6945508
0.214204989	0.4822925097	0.2477781475	0.62649447
0.116419429	0.5076616895	0.1417400390	0.56386316
0.105571669	0.6553571567	0.1028204113	0.6660108
0.487076371	0.5757802050	0.4869902134	0.68643117
0.655532053	0.5777612343	0.5698455572	0.64784175
0.146039101	0.5103722435	0.1481603384	0.51318926
0.367551815	0.5820862203	0.3692508936	0.5166165
0.5762561	0.6268751564	0.5736638904	0.69448185
0.675615648	0.6324738443	0.5569780469	0.7081222
0.310171552	0.6050146680	0.3764790595	0.64191204
0.018938532	0.5548767876	0.0844625384	0.6026729
0.355017316	0.6516217825	0.3605743945	0.6346295
0.599973014	0.5853352355	0.5259773731	0.6169195
0.107530509	0.5810989504	0.1129081100	0.64418995
0.266789015	0.6423663914	0.2682421803	0.7163044
0.092635002	0.6697530405	0.0999892652	0.7236977
0.479699151	0.6958271471	0.4803465009	0.6812567
0.057013675	0.6473935060	0.0575292259	0.49157196
0.525383581	0.6387019392	0.5295726657	0.6862862
0.167042236	0.5905129828	0.1577734202	0.528815
0.043601972	0.5367851196	0.0355599374	0.6054849
0.123599593	0.5284624833	0.1117132604	0.5032364
0.385535097	0.7128583064	0.3846783042	0.7079961
0.221070193	0.5767178146	0.1565175056	0.46924305
0.065096225	0.5660650533	0.0597960651	0.6149179
0.25235546	0.5746099480	0.2357999682	0.63689655
0.128659443	0.7355704365	0.1160944104	0.70287097
0.128385382	0.6458784045	0.1223955750	0.6449988
0.167023717	0.5946029357	0.1635106504	0.6993984
0.166765329	0.5642187541	0.1585471630	0.63059133
0.140660488	0.6980870371	0.1395606399	0.71719897
0.118635501	0.3724297293	0.1222913563	0.6435692
0.257141248	0.7012530834	0.3830890059	0.63619334
0.160263414	0.6154843895	0.1577460766	0.62079114
0.064735724	0.5823110751	0.0709948242	0.6671309
0.181679297	0.6306882483	0.1857470274	0.6600173
0.469711781	0.6193129774	0.6359477639	0.55633724
0.598583255	0.6288538115	0.5415588617	0.66507745
0.102298652	0.4776311717	0.0364369750	0.48590267
0.152852058	0.3649338369	0.1499540061	0.46373743
0.329840217	0.7135302712	0.3331974745	0.5755171
0.18447449	0.5621381968	0.1832438111	0.65953875
0.271906139	0.4189308361	0.3095631897	0.62945634
0.189646904	0.6328720445	0.1824993193	0.70574856
0.125503749	0.5317419188	0.1289322078	0.46120596
0.60357803	0.6228293007	0.4470867515	0.72792464
0.265552952	0.5359257557	0.2678200006	0.6486365
0.037520468	0.6128344569	0.0400301218	0.6337956
0.605299987	0.4710950257	0.1376760006	0.5837369
0.101883059	0.6426385200	0.1071658283	0.61031646
0.517757758	0.8452198650	0.4439735413	0.71477467
0.114403526	0.5023210276	0.0158264041	0.5440211
0.172010632	0.6073027035	0.2257342041	0.6823781
0.337896643	0.7070632347	0.3409259021	0.6930059
0.087256191	0.5199057282	0.2079333067	0.49447727
0.232133843	0.7185785828	0.2341890186	0.5772735
0.559317751	0.6085163611	0.5617011786	0.6835267
0.696679297	0.6296327968	0.6890991926	0.68718356
0.246005316	0.7053770680	0.2506574094	0.68382704
0.213160721	0.4347642545	0.2107726783	0.6386205
0.020827678	0.3729771275	0.0230159163	0.4524212
0.263121303	0.6194103899	0.2612815201	0.639499
0.425563401	0.4733355955	0.4344342053	0.5344125
0.067144292	0.4856848951	0.0670292079	0.554049
0.074218482	0.6254872815	0.0773841143	0.6581725
0.061470311	0.4873325569	0.0610303581	0.6751116
0.310284313	0.6163953139	0.3149355650	0.5913234
0.163816183	0.5988196086	0.1604822576	0.5146698
0.412261416	0.5597820667	0.3750581741	0.7018649
0.135109112	0.5044310482	0.1289632916	0.5191624
0.16635496	0.3957559429	0.1606794000	0.54172903
0.047828722	0.5118078575	0.0451512337	0.590528
0.197862252	0.4620326511	0.1511545330	0.65123755
0.195887586	0.2712200385	0.1011497378	0.5543107
0.445229023	0.6840234071	0.4486357570	0.6525518
0.535002181	0.6092157797	0.5435569286	0.6614317
0.360252965	0.6445062150	0.3601667881	0.6306245
0.111572425	0.6267251218	0.1137359440	0.52485156
0.010014812	0.5108042162	0.1092354655	0.36160487
0.530798511	0.6434895661	0.4320535660	0.7391741
0.438857981	0.5879399247	0.4449731708	0.70802385
0.064061742	0.4897510709	0.0685536563	0.6271518
0.674166236	0.6104869371	0.6620240808	0.62589425
0.576856936	0.7432179777	0.5695554018	0.70147634
0.380775431	0.6211329968	0.3676481545	0.5970136
0.119636455	0.6684241836	0.1212641299	0.70995724
0.184016902	0.6795466231	0.2222436666	0.6749018
0.277233111	0.5827771651	0.2792460322	0.6559952
0.203993822	0.6587969320	0.2023779154	0.6874421
0.394019945	0.6157851845	0.3929919302	0.66209173
0.582645859	0.4965657396	0.5798949599	0.6956821
0.287849621	0.6454085212	0.2928311825	0.65008336
0.430049203	0.6787253343	0.4248162210	0.6853966
0.153514518	0.4762675680	0.1440061629	0.53897405
0.391151606	0.6591961364	0.3865655363	0.6993836
0.342209169	0.4749719097	0.3497094512	0.45802408
0.019077416	0.3436829680	0.0184503198	0.3830879
0.295458908	0.5305244706	0.3006665707	0.6758214
0.084819318	0.6132579883	0.0863412023	0.62059325
0.128780976	0.3945171304	0.0359706283	0.43363875
0.503776567	0.4902097545	0.4714272618	0.6580614
0.217102495	0.6807130758	0.1378759891	0.5488798
0.484678252	0.4705858970	0.4801051319	0.70831895
0.618100405	0.7847377988	0.6248108149	0.70976776
0.10895943	0.5064660078	0.1118469834	0.6109634
0.079813685	0.5839954177	0.0779908448	0.606209
0.109273574	0.4863212753	0.1064313650	0.29310632
0.329709192	0.5926630614	0.3365659416	0.622715
0.073309391	0.7191162837	0.0782424212	0.61515623
0.066731544	0.7088066478	0.0693888962	0.64104736
0.762271865	0.6000161802	0.7802820206	0.5989997
0.270733634	0.5211957737	0.2753505409	0.5499723
0.391569579	0.6144673653	0.4034205675	0.7009234
0.0617285	0.5296954281	0.1660831720	0.542892
0.156765073	0.5775744560	0.1459171474	0.5736099
0.485383581	0.5094385060	0.4906943738	0.5379289
0.54003571	0.7051546944	0.5391461849	0.7013178
0.019147518	0.4335671168	0.1048600972	0.3601982
0.171501659	0.6642213398	0.1656100750	0.6397686
0.134482152	0.4426580871	0.1309265792	0.4750592
0.201799464	0.5416495416	0.2014178485	0.57583535
0.189074373	0.5334503429	0.1368005574	0.64672315
0.174061742	0.5142048023	0.1758403331	0.60809577
0.097123393	0.6291016786	0.0964717865	0.59594655
0.125479806	0.6334600677	0.2840765119	0.669132
0.150558176	0.6839093744	0.1424292326	0.65205365
0.185488075	0.7371253474	0.1857785583	0.7558227
0.350519423	0.7573937328	0.3569340706	0.7086096
0.183483986	0.5977142938	0.1778831631	0.52256966
0.131569171	0.4620687677	0.1135281622	0.5868899
0.098824253	0.5698927404	0.1080130786	0.63568014
0.442886194	0.6213238072	0.2244663239	0.6724267
0.065182665	0.5320421385	0.0683104396	0.50463
0.421446369	0.6140886434	0.4153531790	0.64108145
0.554006452	0.5850853113	0.3428530693	0.6663662
0.078217529	0.6216193538	0.0800614655	0.5322274
0.119612769	0.4107491077	0.0969155878	0.55065095
0.034218482	0.4689422729	0.0348238051	0.50822985
0.201684522	0.6124839225	0.2045352310	0.7074995
0.411927037	0.5460945972	0.4147518575	0.5110325
0.135409705	0.4749828624	0.1156662703	0.63060683
0.050620872	0.5641502507	0.0755365044	0.6192196
0.21562914	0.5896323009	0.2140514702	0.62847227
0.059605107	0.6297727722	0.0666183084	0.6039265
0.214443143	0.6084595210	0.2140984833	0.5623953
0.105615648	0.6762692137	0.0670172870	0.7545645
0.154842398	0.5153266459	0.3547009826	0.603434
0.193075647	0.4954617809	0.1972604841	0.46466875
0.066315752	0.5231159894	0.1728186607	0.6435606
0.140362683	0.5183746124	0.1308692098	0.6658445
0.399437918	0.6201172481	0.4004732966	0.5939492
0.159518725	0.4412691343	0.1557416469	0.54552096
0.27958639	0.6441499361	0.2660177350	0.68298876
0.109291627	0.6387762643	0.1160390228	0.62150955
0.19002308	0.5238588791	0.1904743314	0.6843908
0.100508565	0.5831987595	0.1036788821	0.6345301
0.142209169	0.5053501699	0.1865633577	0.68822676
0.328175731	0.6889550272	0.3676814437	0.72061485
0.1594192	0.5282988466	0.1670274436	0.711607
0.26142547	0.6097136111	0.1729621291	0.64258933
0.33449757	0.4863024786	0.4027923942	0.70911473
0.157975013	0.5657766445	0.1572711021	0.6099528
0.407695062	0.6783793001	0.5152953863	0.7132741
0.13871169	0.5820315334	0.1355455816	0.6752127
0.316848668	0.5093556736	0.7908372879	0.5708556
0.303257145	0.6227679347	0.3057519794	0.63621026
0.187483895	0.4689501602	0.1837533712	0.67514414
0.152449503	0.5646420468	0.1148295999	0.57765996
0.164916207	0.3782341049	0.1615406573	0.50177133
0.041512108	0.4213211171	0.0365157276	0.61168087
0.018625052	0.4580185466	0.0040006340	0.5938566
0.147433829	0.4234392780	0.0997880995	0.57842505
0.21004616	0.5912933835	0.2516265213	0.69997036
0.147794995	0.5828236305	0.1468873620	0.5405575
0.346867385	0.5919175005	0.3059697747	0.64574665
0.161778566	0.4571842618	0.1577087194	0.38802174
0.179930401	0.5790861298	0.0965538621	0.6345503
0.153531264	0.4374909287	0.1520853341	0.38366616
0.561104585	0.7631143073	0.5543273687	0.70913315
0.010367907	0.5445359718	0.1140762419	0.43307015
0.341595703	0.5234880985	0.2987074256	0.58601946
0.509046068	0.6195653342	0.5174081922	0.7040341
0.112311073	0.5062049995	0.1095230728	0.4854839
0.20848465	0.5314788245	0.2136909217	0.5984258
0.385960475	0.6370912707	0.3445385098	0.67264783
0.129769917	0.4215095229	0.1260540634	0.5674268
0.424434874	0.6753428113	0.4273954332	0.6592222
0.296459861	0.5821755006	0.4591889977	0.6605115
0.002627142	0.3123839479	0.0147209167	0.58028674
0.12117773	0.6890501156	0.1270593107	0.6151984
0.137684869	0.4373753983	0.1328701228	0.26712668
0.56333029	0.6701865054	0.5561472178	0.743175
0.384453592	0.5886966073	0.3841308951	0.6272672
0.135456727	0.5099607727	0.1322370917	0.5953698
0.120484215	0.4805459475	0.1506275535	0.5611512
0.220519423	0.6559075173	0.2169601768	0.6110921
0.312459953	0.6195076772	0.3377999961	0.6626661
0.471674073	0.4559631853	0.4768924117	0.66544986
0.37286007	0.6085486895	0.3128903806	0.7495059
0.053191405	0.6004976107	0.0870621353	0.6232068
0.14860441	0.4253507123	0.0503017306	0.44261175
0.391132889	0.6393573452	0.3493831158	0.58162946
0.277677207	0.5771401456	0.2855962813	0.6505254
0.271804689	0.4675702661	0.1584305167	0.53733796
0.144270321	0.6563420981	0.1385556459	0.57962793
0.13348317	0.5584331200	0.1332862079	0.5684754
0.235970109	0.4304996337	0.2353314757	0.18610212
0.171846486	0.6013861662	0.1689546704	0.58417803
0.122857027	0.6422081494	0.1630118787	0.72274613
0.494393077	0.5107671959	0.1646575779	0.6094387
0.467653265	0.5650151534	0.5417170525	0.6389388
0.064934261	0.4282352659	0.0657307506	0.53546906
0.25241075	0.5485929934	0.2559113801	0.6238733
0.935218573	0.5411837432	0.9543683529	0.68130124
0.404539368	0.5720338988	0.4282875061	0.6264826
0.097899488	0.5073748455	0.0988600552	0.38783497
0.12373477	0.5727169314	0.3217896521	0.67944515
0.154706813	0.4297068160	0.1584449410	0.42592216
0.313413884	0.7099701594	0.3131467700	0.6423212
0.483126528	0.6973188478	0.4906250238	0.6936642
0.668562356	0.6448533014	0.3802793026	0.6898879
0.165354415	0.5436165598	0.1604391485	0.6046678
0.183745219	0.4492224021	0.1470806152	0.44261897
0.473557131	0.3552491835	0.1454243511	0.6394203
0.130185044	0.5245104018	0.1280360520	0.6322787
0.078560175	0.5257222152	0.0768656880	0.6525181
0.43779215	0.5846931888	0.4483352304	0.5776174
0.211041889	0.5474281411	0.2125915587	0.56955075
0.303743038	0.5800623170	0.3055460453	0.64080054
0.432689838	0.7639137605	0.4411436021	0.6538965
0.125937395	0.5244185057	0.1276472211	0.45076635
0.107987643	0.6689295883	0.1125205159	0.7343331
0.236545637	0.5266842864	0.1503254771	0.6337397
0.169464041	0.6558874616	0.1883806139	0.69785655
0.149753579	0.6411241216	0.1603838503	0.5073612
0.303274184	0.5309912609	-0.0123206377	0.4089225
0.584923811	0.6167345142	0.2141380161	0.620387
0.145451094	0.5506370154	0.1459660679	0.4975748
0.383048158	0.5612552333	0.3791540265	0.5520256
0.123474201	0.5856287039	0.1219148189	0.57414913
0.369035619	0.7165405559	0.3609530330	0.70926356
0.356135933	0.6623854255	0.3465167582	0.6852373
0.398248877	0.7093443928	0.3377391696	0.6467702
0.349492346	0.5868434489	0.3374994397	0.5494266
0.206235201	0.4708748588	0.2058419436	0.6499708
0.382024125	0.4642855985	0.3856382072	0.54266256
0.089625598	0.5976136078	0.0897618532	0.6527271
0.133849712	0.5617931936	0.1307774186	0.53209955
0.112156106	0.5256439852	0.1179235876	0.45722437
0.317715961	0.6473498994	0.3040616214	0.7324902
0.18636303	0.4791371200	0.1855155230	0.5947111
0.390665713	0.6979224273	0.3890545368	0.63767827
0.596921813	0.4676539187	0.5376165509	0.67416626
0.395926946	0.6909789042	0.3944851160	0.71844715
0.593706465	0.5773349621	0.5894783735	0.6568888
0.532964564	0.7928012973	0.2441790998	0.6892825
0.205375313	0.5229796499	0.2168888897	0.4472952
0.102971969	0.4064924611	0.1118016541	0.5756715
0.399949935	0.6539562274	0.4006389380	0.6414611
0.038865386	0.6019523251	0.0889902413	0.6164628
0.402039799	0.5991380519	0.4006794691	0.64368105
0.012282314	0.5748271954	0.0492118150	0.5599414
0.067102495	0.4832646395	0.0678792745	0.57103246
0.211162056	0.6400939094	0.2153312266	0.67668855
0.162784138	0.4828978277	0.1560005099	0.47655612
0.066451593	0.6357565184	0.1140378565	0.69134784
0.464850666	0.6108515376	0.4643859267	0.7291964
0.44570751	0.7131076988	0.4400960803	0.6758796
0.045770206	0.6288469614	0.0469681621	0.69571626
0.339960384	0.5604563578	0.3462231457	0.6718859
0.32478797	0.6388715335	0.3201256394	0.67343223
0.143066013	0.4636265091	0.1796258986	0.41476893
0.046242607	0.4095608486	0.0378474295	0.6510805
0.20717564	0.5716985860	0.2084998786	0.67948544
0.183275664	0.5479770426	0.1774900258	0.5161106
0.107621101	0.5130632041	0.0447010696	0.63329047
0.311310527	0.7306830718	0.0853145868	0.7438485
0.100015476	0.4123556706	0.1038185656	0.47689974
0.11494471	0.6192594334	0.1186070740	0.40235114
0.132261416	0.6116775442	0.2249494344	0.62610096
0.077525692	0.3528338617	0.0743826479	0.53564537
0.093254101	0.5167992191	0.0892377496	0.6209691
0.067358503	0.5841823170	0.0671552122	0.50897026
0.339166236	0.5518425429	0.3429210782	0.7318878
0.55424983	0.6230582083	0.5525382757	0.6565752
0.419417019	0.4915443811	0.4280002117	0.6787512
0.313126528	0.5036742463	0.2530021071	0.5297504
0.270916497	0.5064417749	0.1448387504	0.46205914
0.340049203	0.5972611026	0.3469618559	0.6333232
0.157954114	0.4287381611	0.1518975645	0.1008926
0.179395713	0.5734985228	0.1788077503	0.46068096
0.24741075	0.6417004676	0.2481856644	0.58231175
0.108669893	0.5256025115	0.0571385026	0.49961084
0.391438963	0.5861364647	0.3890188932	0.61878216
0.555336559	0.5972049363	0.5559160709	0.62608093
0.121444187	0.7094163847	0.1188418865	0.6348841
0.144214623	0.3567527596	0.0805486739	0.6439904
0.401613558	0.6587971707	0.3263143599	0.59654415
0.186689338	0.5877494726	0.1923307925	0.50804454
0.135741704	0.6224916767	0.1297716796	0.5742985
0.124453592	0.5533116127	0.1109616607	0.56338173
0.055312617	0.4608173803	0.0613778532	0.5718589
0.159962565	0.6149575420	0.2778757215	0.43854237
0.191070193	0.7643295949	0.3106982708	0.62672
0.1694192	0.6009970338	0.3894225061	0.6027566
0.398685567	0.4416571979	0.3963948488	0.6442334
0.108724577	0.5524668624	0.1074234843	0.5849594
0.511475535	0.6006475627	0.5144755840	0.551256
0.77281523	0.6910502431	0.5250080824	0.6399632
0.653345964	0.7225325528	0.6412261724	0.7007482
0.138275256	0.6386550929	0.1328259408	0.5415984
0.163587663	0.5396687780	0.1642109901	0.577079
0.804333425	0.7411339665	0.7992880344	0.7538902
0.092731635	0.5652826326	0.0965354741	0.67665136
0.114994577	0.7150609080	0.1142664850	0.53143656
